Names,Tickers
Medicamen Biotech Limited,MEDICAMEQ.NS
Medico Remedies Limited,MEDICO.NS
Medplus Health Services Limited,MEDPLUS.NS
Megasoft Limited,MEGASOFT.NS
Megastar Foods Limited,MEGASTAR.NS
Melstar Information Technologies Limited,MELSTAR.NS
Menon Bearings Limited,MENONBE.NS
MEP Infrastructure Developers Limited,MEP.NS
Metro Brands Limited,METROBRAND.NS
Metropolis Healthcare Limited,METROPOLIS.NS
Max Financial Services Limited,MFSL.NS
Mangalam Global Enterprise Limited,MGEL.NS
Mahanagar Gas Limited,MGL.NS
Mahalaxmi Rubtech Limited,MHLXMIRU.NS
Mahindra Holidays & Resorts India Limited,MHRIL.NS
MIC Electronics Limited,MICEL.NS
Mishra Dhatu Nigam Limited,MIDHANI.NS
Minda Corporation Limited,MINDACORP.NS
Mindteck (India) Limited,MINDTECK.NS
MIRC Electronics Limited,MIRCELECTR.NS
Mirza International Limited,MIRZAINT.NS
MITCON Consultancy & Engineering Services Limited,MITCON.NS
Mittal Life Style Limited,MITTAL.NS
M K Proteins Limited,MKPL.NS
MM Forgings Limited,MMFL.NS
MMP Industries Limited,MMP.NS
MMTC Limited,MMTC.NS
Modi Rubber Limited,MODIRUBBER.NS
MODISON LIMITED,MODISONLTD.NS
Mohit Industries Limited,MOHITIND.NS
MOIL Limited,MOIL.NS
Moksh Ornaments Limited,MOKSH.NS
Meghmani Organics Limited,MOL.NS
Mold-Tek Technologies Limited,MOLDTECH.NS
Mold-Tek Packaging Limited,MOLDTKPAC.NS
Monarch Networth Capital Limited,MONARCH.NS
Monte Carlo Fashions Limited,MONTECARLO.NS
Morarjee Textiles Limited,MORARJEE.NS
Morepen Laboratories Limited,MOREPENLAB.NS
Samvardhana Motherson International Limited,MOTHERSON.NS
Motilal Oswal Financial Services Limited,MOTILALOFS.NS
Motisons Jewellers Limited,MOTISONS.NS
The Motor & General Finance Limited,MOTOGENFIN.NS
MphasiS Limited,MPHASIS.NS
MPS Limited,MPSLTD.NS
MRF Limited,MRF.NS
MRO-TEK Realty Limited,MRO-TEK.NS
Mangalore Refinery and Petrochemicals Limited,MRPL.NS
MSP Steel & Power Limited,MSPL.NS
Mstc Limited,MSTCLTD.NS
Motherson Sumi Wiring India Limited,MSUMI.NS
Mtar Technologies Limited,MTARTECH.NS
MT Educare Limited,MTEDUCARE.NS
Mahanagar Telephone Nigam Limited,MTNL.NS
Mufin Green Finance Limited,MUFIN.NS
Credo Brands Marketing Limited,MUFTI.NS
Mukand Limited,MUKANDLTD.NS
Mukta Arts Limited,MUKTAARTS.NS
Munjal Auto Industries Limited,MUNJALAU.NS
Munjal Showa Limited,MUNJALSHOW.NS
Murudeshwar Ceramics Limited,MURUDCERA.NS
Muthoot Capital Services Limited,MUTHOOTCAP.NS
Muthoot Finance Limited,MUTHOOTFIN.NS
Muthoot Microfin Limited,MUTHOOTMF.NS
Manoj Vaibhav Gems N Jewellers Limited,MVGJL.NS
NACL Industries Limited,NACLIND.NS
Nagarjuna Fertilizers and Chemicals Limited,NAGAFERT.NS
Nagreeka Capital & Infrastructure Limited,NAGREEKCAP.NS
Nagreeka Exports Limited,NAGREEKEXP.NS
Nahar Capital and Financial Services Limited,NAHARCAP.NS
Nahar Industrial Enterprises Limited,NAHARINDUS.NS
Nahar Poly Films Limited,NAHARPOLY.NS
Nahar Spinning Mills Limited,NAHARSPING.NS
Nippon Life India Asset Management Limited,NAM-INDIA.NS
Narmada Agrobase Limited,NARMADA.NS
Natco Pharma Limited,NATCOPHARM.NS
Nath Bio-Genes (India) Limited,NATHBIOGEN.NS
National Aluminium Company Limited,NATIONALUM.NS
Info Edge (India) Limited,NAUKRI.NS
NAVA LIMITED,NAVA.NS
Navin Fluorine International Limited,NAVINFLUOR.NS
Navkar Corporation Limited,NAVKARCORP.NS
Navneet Education Limited,NAVNETEDUL.NS
Nazara Technologies Limited,NAZARA.NS
NBCC (India) Limited,NBCC.NS
N. B. I. Industrial Finance Company Limited,NBIFIN.NS
NCC Limited,NCC.NS
NCL Industries Limited,NCLIND.NS
Naga Dhunseri Group Limited,NDGL.NS
Nandan Denim Limited,NDL.NS
NDL Ventures Limited,NDLVENTURE.NS
Ndr Auto Components Limited,NDRAUTO.NS
New Delhi Television Limited,NDTV.NS
North Eastern Carrying Corporation Limited,NECCLTD.NS
Nectar Lifesciences Limited,NECLIFE.NS
Nelcast Limited,NELCAST.NS
NELCO Limited,NELCO.NS
Neogen Chemicals Limited,NEOGEN.NS
Nesco Limited,NESCO.NS
Nestle India Limited,NESTLEIND.NS
Netweb Technologies India Limited,NETWEB.NS
Network18 Media & Investments Limited,NETWORK18.NS
Neuland Laboratories Limited,NEULANDLAB.NS
Newgen Software Technologies Limited,NEWGEN.NS
Next Mediaworks Limited,NEXTMEDIA.NS
National Fertilizers Limited,NFL.NS
Nakoda Group of Industries Limited,NGIL.NS
NGL Fine-Chem Limited,NGLFINE.NS
Narayana Hrudayalaya Ltd.,NH.NS
NHPC Limited,NHPC.NS
The New India Assurance Company Limited,NIACL.NS
NRB Industrial Bearings Limited,NIBL.NS
NIIT Limited,NIITLTD.NS
NIIT Learning Systems Limited,NIITMTS.NS
Nila Infrastructures Limited,NILAINFRA.NS
Nila Spaces Limited,NILASPACES.NS
Nilkamal Limited,NILKAMAL.NS
NINtec Systems Limited,NINSYS.NS
Indo-National Limited,NIPPOBATRY.NS
Niraj Cement Structurals Limited,NIRAJ.NS
Niraj Ispat Industries Limited,NIRAJISPAT.NS
Nitco Limited,NITCO.NS
Nitin Spinners Limited,NITINSPIN.NS
Nitiraj Engineers Limited,NITIRAJ.NS
NK Industries Limited,NKIND.NS
NLC India Limited,NLCINDIA.NS
NMDC Limited,NMDC.NS
NOCIL Limited,NOCIL.NS
Noida Toll Bridge Company Limited,NOIDATOLL.NS
Norben Tea & Exports Limited,NORBTEAEXP.NS
N R Agarwal Industries Limited,NRAIL.NS
NRB Bearing Limited,NRBBEARING.NS
Nupur Recyclers Limited,NRL.NS
Nalwa Sons Investments Limited,NSIL.NS
NMDC Steel Limited,NSLNISP.NS
NTPC Limited,NTPC.NS
Nucleus Software Exports Limited,NUCLEUS.NS
Nureca Limited,NURECA.NS
Nuvama Wealth Management Limited,NUVAMA.NS
Nuvoco Vistas Corporation Limited,NUVOCO.NS
FSN E-Commerce Ventures Limited,NYKAA.NS
Oriental Aromatics Limited,OAL.NS
Orissa Bengal Carrier Limited,OBCL.NS
Oberoi Realty Limited,OBEROIRLTY.NS
Oriental Carbon & Chemicals Limited,OCCL.NS
Oracle Financial Services Software Limited,OFSS.NS
Oil India Limited,OIL.NS
Oil Country Tubular Limited,OILCOUNTUB.NS
Olectra Greentech Limited,OLECTRA.NS
Omax Autos Limited,OMAXAUTO.NS
Omaxe Limited,OMAXE.NS
OM INFRA LIMITED,OMINFRAL.NS
Omkar Speciality Chemicals Limited,OMKARCHEM.NS
Onelife Capital Advisors Limited,ONELIFECAP.NS
One Point One Solutions Limited,ONEPOINT.NS
Oil & Natural Gas Corporation Limited,ONGC.NS
OnMobile Global Limited,ONMOBILE.NS
Onward Technologies Limited,ONWARDTEC.NS
Optiemus Infracom Limited,OPTIEMUS.NS
Orbit Exports Limited,ORBTEXP.NS
Orchid Pharma Limited,ORCHPHARMA.NS
Oricon Enterprises Limited,ORICONENT.NS
Oriental Trimex Limited,ORIENTALTL.NS
Orient Bell Limited,ORIENTBELL.NS
Orient Cement Limited,ORIENTCEM.NS
ORIENT CERATECH LIMITED,ORIENTCER.NS
Orient Electric Limited,ORIENTELEC.NS
Oriental Hotels Limited,ORIENTHOT.NS
Orient Press Limited,ORIENTLTD.NS
Orient Paper & Industries Limited,ORIENTPPR.NS
The Orissa Minerals Development Company Limited,ORISSAMINE.NS
Ortin Laboratories Limited,ORTINLAB.NS
Osia Hyper Retail Limited,OSIAHYPER.NS
Oswal Agro Mills Limited,OSWALAGRO.NS
Oswal Greentech Limited,OSWALGREEN.NS
ShreeOswal Seeds And Chemicals Limited,OSWALSEEDS.NS
Page Industries Limited,PAGEIND.NS
Paisalo Digital Limited,PAISALO.NS
PAKKA LIMITED,PAKKA.NS
Palash Securities Limited,PALASHSECU.NS
Palred Technologies Limited,PALREDTEC.NS
Panacea Biotec Limited,PANACEABIO.NS
Panache Digilife Limited,PANACHE.NS
Panama Petrochem Limited,PANAMAPET.NS
Pansari Developers Limited,PANSARI.NS
Par Drugs And Chemicals Limited,PAR.NS
Paramount Communications Limited,PARACABLES.NS
Paradeep Phosphates Limited,PARADEEP.NS
Parag Milk Foods Limited,PARAGMILK.NS
Paras Defence and Space Technologies Limited,PARAS.NS
Paras Petrofils Limited,PARASPETRO.NS
Parsvnath Developers Limited,PARSVNATH.NS
Pasupati Acrylon Limited,PASUPTAC.NS
Patanjali Foods Limited,PATANJALI.NS
Patel Engineering Limited,PATELENG.NS
Patel Integrated Logistics Limited,PATINTLOG.NS
Pavna Industries Limited,PAVNAIND.NS
One 97 Communications Limited,PAYTM.NS
PCBL LIMITED,PCBL.NS
PC Jeweller Limited,PCJEWELLER.NS
Pudumjee Paper Products Limited,PDMJEPAPER.NS
PDS Limited,PDSL.NS
Pearl Polymers Limited,PEARLPOLY.NS
Piramal Enterprises Limited,PEL.NS
Pennar Industries Limited,PENIND.NS
Peninsula Land Limited,PENINLAND.NS
Persistent Systems Limited,PERSISTENT.NS
Petronet LNG Limited,PETRONET.NS
Power Finance Corporation Limited,PFC.NS
Pfizer Limited,PFIZER.NS
Prime Focus Limited,PFOCUS.NS
PTC India Financial Services Limited,PFS.NS
PG Electroplast Limited,PGEL.NS
Procter & Gamble Hygiene and Health Care Limited,PGHH.NS
Procter & Gamble Health Limited,PGHL.NS
Pearl Global Industries Limited,PGIL.NS
The Phoenix Mills Limited,PHOENIXLTD.NS
Pidilite Industries Limited,PIDILITIND.NS
Power & Instrumentation (Gujarat) Limited,PIGL.NS
PI Industries Limited,PIIND.NS
Pilani Investment and Industries Corporation Limited,PILANIINVS.NS
PIL ITALICA LIFESTYLE LIMITED,PILITA.NS
Pioneer Embroideries Limited,PIONEEREMB.NS
Pitti Engineering Limited,PITTIENG.NS
Pix Transmissions Limited,PIXTRANS.NS
The Peria Karamalai Tea & Produce Company Limited,PKTEA.NS
Plastiblends India Limited,PLASTIBLEN.NS
Plaza Wires Limited,PLAZACABLE.NS
Punjab National Bank,PNB.NS
PNB Gilts Limited,PNBGILTS.NS
PNB Housing Finance Limited,PNBHOUSING.NS
Pritish Nandy Communications Limited,PNC.NS
PNC Infratech Limited,PNCINFRA.NS
Pondy Oxides & Chemicals Limited,POCL.NS
Poddar Housing and Development Limited,PODDARHOUS.NS
Poddar Pigments Limited,PODDARMENT.NS
Pokarna Limited,POKARNA.NS
PB Fintech Limited,POLICYBZR.NS
Polycab India Limited,POLYCAB.NS
Poly Medicure Limited,POLYMED.NS
Polyplex Corporation Limited,POLYPLEX.NS
Ponni Sugars (Erode) Limited,PONNIERODE.NS
Poonawalla Fincorp Limited,POONAWALLA.NS
Power Grid Corporation of India Limited,POWERGRID.NS
Hitachi Energy India Limited,POWERINDIA.NS
Power Mech Projects Limited,POWERMECH.NS
PPAP Automotive Limited,PPAP.NS
Prakash Pipes Limited,PPL.NS
Piramal Pharma Limited,PPLPHARMA.NS
Prajay Engineers Syndicate Limited,PRAENG.NS
Praj Industries Limited,PRAJIND.NS
Prakash Industries Limited,PRAKASH.NS
Prakash Steelage Limited,PRAKASHSTL.NS
Praxis Home Retail Limited,PRAXIS.NS
Precision Camshafts Limited,PRECAM.NS
Precot Limited,PRECOT.NS
Precision Wires India Limited,PRECWIRE.NS
Premier Explosives Limited,PREMEXPLN.NS
Premier Polyfilm Limited,PREMIERPOL.NS
Prestige Estates Projects Limited,PRESTIGE.NS
Pricol Limited,PRICOLLTD.NS
Prime Securities Limited,PRIMESECU.NS
Prince Pipes And Fittings Limited,PRINCEPIPE.NS
Priti International Limited,PRITI.NS
Pritika Auto Industries Limited,PRITIKAUTO.NS
Privi Speciality Chemicals Limited,PRIVISCL.NS
Prozone Realty Limited,PROZONER.NS
Prism Johnson Limited,PRSMJOHNSN.NS
Prudent Corporate Advisory Services Limited,PRUDENT.NS
Prudential Sugar Corporation Limited,PRUDMOULI.NS
Punjab & Sind Bank,PSB.NS
PSP Projects Limited,PSPPROJECT.NS
PTC India Limited,PTC.NS
PTC Industries Limited,PTCIL.NS
PTL Enterprises Limited,PTL.NS
Punjab Chemicals & Crop Protection Limited,PUNJABCHEM.NS
Puravankara Limited,PURVA.NS
PVP Ventures Limited,PVP.NS
PVR INOX Limited,PVRINOX.NS
Pyramid Technoplast Limited,PYRAMID.NS
Quess Corp Limited,QUESS.NS
Quick Heal Technologies Limited,QUICKHEAL.NS
Race Eco Chain Limited,RACE.NS
Radaan Mediaworks India Limited,RADAAN.NS
Radhika Jeweltech Limited,RADHIKAJWE.NS
Radiant Cash Management Services Limited,RADIANTCMS.NS
Radico Khaitan Limited,RADICO.NS
Music Broadcast Limited,RADIOCITY.NS
Railtel Corporation Of India Limited,RAILTEL.NS
Rain Industries Limited,RAIN.NS
Rainbow Childrens Medicare Limited,RAINBOW.NS
Rajesh Exports Limited,RAJESHEXPO.NS
Rajnandini Metal Limited,RAJMET.NS
Rajratan Global Wire Limited,RAJRATAN.NS
Raj Rayon Industries Limited,RAJRILTD.NS
Rajshree Sugars & Chemicals Limited,RAJSREESUG.NS
Raj Television Network Limited,RAJTV.NS
Rallis India Limited,RALLIS.NS
Shree Rama Newsprint Limited,RAMANEWS.NS
Rama Phosphates Limited,RAMAPHO.NS
Rama Steel Tubes Limited,RAMASTEEL.NS
The Ramco Cements Limited,RAMCOCEM.NS
Ramco Industries Limited,RAMCOIND.NS
Ramco Systems Limited,RAMCOSYS.NS
Ramky Infrastructure Limited,RAMKY.NS
Ram Ratna Wires Limited,RAMRAT.NS
Rana Sugars Limited,RANASUG.NS
Rane Engine Valve Limited,RANEENGINE.NS
Rane Holdings Limited,RANEHOLDIN.NS
Rategain Travel Technologies Limited,RATEGAIN.NS
Ratnamani Metals & Tubes Limited,RATNAMANI.NS
Ratnaveer Precision Engineering Limited,RATNAVEER.NS
Raymond Limited,RAYMOND.NS
Restaurant Brands Asia Limited,RBA.NS
Rane Brake Lining Limited,RBL.NS
RBL Bank Limited,RBLBANK.NS
RBZ Jewellers Limited,RBZJEWEL.NS
Rashtriya Chemicals and Fertilizers Limited,RCF.NS
REC Limited,RECLTD.NS
Redington Limited,REDINGTON.NS
Redtape Limited,REDTAPE.NS
Refex Industries Limited,REFEX.NS
Regency Ceramics Limited,REGENCERAM.NS
Relaxo Footwears Limited,RELAXO.NS
Reliance Chemotex Industries Limited,RELCHEMQ.NS
Reliance Industries Limited,RELIANCE.NS
Religare Enterprises Limited,RELIGARE.NS
Reliance Infrastructure Limited,RELINFRA.NS
Remsons Industries Limited,REMSONSIND.NS
Shree Renuka Sugars Limited,RENUKA.NS
Repco Home Finance Limited,REPCOHOME.NS
Rudrabhishek Enterprises Limited,REPL.NS
Repro India Limited,REPRO.NS
Responsive Industries Limited,RESPONIND.NS
Renaissance Global Limited,RGL.NS
Reliance Home Finance Limited,RHFL.NS
RHI MAGNESITA INDIA LIMITED,RHIM.NS
Robust Hotels Limited,RHL.NS
Rico Auto Industries Limited,RICOAUTO.NS
Reliance Industrial Infrastructure Limited,RIIL.NS
Rishabh Instruments Limited,RISHABH.NS
Ritco Logistics Limited,RITCO.NS
RITES Limited,RITES.NS
Ravi Kumar Distilleries Limited,RKDL.NS
RKEC Projects Limited,RKEC.NS
Ramkrishna Forgings Limited,RKFORGE.NS
Rane (Madras) Limited,RML.NS
Royal Orchid Hotels Limited,ROHLTD.NS
Rolex Rings Limited,ROLEXRINGS.NS
Rollatainers Limited,ROLLT.NS
Raj Oil Mills Limited,ROML.NS
Rossari Biotech Limited,ROSSARI.NS
Rossell India Limited,ROSSELLIND.NS
Roto Pumps Limited,ROTO.NS
ROUTE MOBILE LIMITED,ROUTE.NS
RPG Life Sciences Limited,RPGLIFE.NS
Reliance Power Limited,RPOWER.NS
R.P.P. Infra Projects Limited,RPPINFRA.NS
Rajshree Polypack Limited,RPPL.NS
RPSG VENTURES LIMITED,RPSGVENT.NS
R R Kabel Limited,RRKABEL.NS
R. S. Software (India) Limited,RSSOFTWARE.NS
RSWM Limited,RSWM.NS
R Systems International Limited,RSYSTEMS.NS
RattanIndia Enterprises Limited,RTNINDIA.NS
RattanIndia Power Limited,RTNPOWER.NS
The Ruby Mills Limited,RUBYMILLS.NS
Ruchi Infrastructure Limited,RUCHINFRA.NS
Ruchira Papers Limited,RUCHIRA.NS
Rupa & Company Limited,RUPA.NS
Rushil Decor Limited,RUSHIL.NS
Keystone Realtors Limited,RUSTOMJEE.NS
Ravinder Heights Limited,RVHL.NS
Rail Vikas Nigam Limited,RVNL.NS
S&S Power Switchgears Limited,S&SPOWER.NS
Sab Events & Governance Now Media Limited,SABEVENTS.NS
Sri Adhikari Brothers Television Network Limited,SABTN.NS
Sadbhav Engineering Limited,SADBHAV.NS
Sadbhav Infrastructure Project Limited,SADBHIN.NS
Sadhana Nitrochem Limited,SADHNANIQ.NS
Safari Industries (India) Limited,SAFARI.NS
Sagardeep Alloys Limited,SAGARDEEP.NS
Sagar Cements Limited,SAGCEM.NS
Sah Polymers Limited,SAH.NS
Sahyadri Industries Limited,SAHYADRI.NS
Steel Authority of India Limited,SAIL.NS
Sakar Healthcare Limited,SAKAR.NS
Sakthi Sugars Limited,SAKHTISUG.NS
Saksoft Limited,SAKSOFT.NS
Sakuma Exports Limited,SAKUMA.NS
Salasar Techno Engineering Limited,SALASAR.NS
Salona Cotspin Limited,SALONA.NS
S.A.L. Steel Limited,SALSTEEL.NS
Salzer Electronics Limited,SALZERELEC.NS
Sambhaav Media Limited,SAMBHAAV.NS
Samhi Hotels Limited,SAMHI.NS
Sampann Utpadan India Limited,SAMPANN.NS
Sanco Industries Limited,SANCO.NS
The Sandesh Limited,SANDESH.NS
Sandhar Technologies Limited,SANDHAR.NS
Sandur Manganese & Iron Ores Limited,SANDUMA.NS
Sangam (India) Limited,SANGAMIND.NS
Sanghi Industries Limited,SANGHIIND.NS
Sanghvi Movers Limited,SANGHVIMOV.NS
Sanginita Chemicals Limited,SANGINITA.NS
Sanofi India Limited,SANOFI.NS
Sansera Engineering Limited,SANSERA.NS
Sapphire Foods India Limited,SAPPHIRE.NS
Sarda Energy & Minerals Limited,SARDAEN.NS
Saregama India Limited,SAREGAMA.NS
Sarla Performance Fibers Limited,SARLAPOLY.NS
Sarveshwar Foods Limited,SARVESHWAR.NS
Sasken Technologies Limited,SASKEN.NS
Sastasundar Ventures Limited,SASTASUNDR.NS
Satia Industries Limited,SATIA.NS
Satin Creditcare Network Limited,SATIN.NS
Sat Industries Limited,SATINDLTD.NS
SBC Exports Limited,SBC.NS
Shivalik Bimetal Controls Limited,SBCL.NS
SBFC Finance Limited,SBFC.NS
Suratwwala Business Group Limited,SBGLP.NS
SBI Cards and Payment Services Limited,SBICARD.NS
SBI Life Insurance Company Limited,SBILIFE.NS
State Bank of India,SBIN.NS
Schaeffler India Limited,SCHAEFFLER.NS
S Chand And Company Limited,SCHAND.NS
Schneider Electric Infrastructure Limited,SCHNEIDER.NS
Shipping Corporation Of India Limited,SCI.NS
Sheetal Cool Products Limited,SCPL.NS
Som Distilleries & Breweries Limited,SDBL.NS
Seamec Limited,SEAMECLTD.NS
SecMark Consultancy Limited,SECMARK.NS
SecUR Credentials Limited,SECURCRED.NS
SECUREKLOUD TECHNOLOGIES LIMITED,SECURKLOUD.NS
Selan Exploration Technology Limited,SELAN.NS
SEL Manufacturing Company Limited,SELMC.NS
SEMAC CONSULTANTS LIMITED,SEMAC.NS
Senco Gold Limited,SENCO.NS
SEPC Limited,SEPC.NS
Sequent Scientific Limited,SEQUENT.NS
Servotech Power Systems Limited,SERVOTECH.NS
Seshasayee Paper and Boards Limited,SESHAPAPER.NS
Setco Automotive Limited,SETCO.NS
Seya Industries Limited,SEYAIND.NS
Sheela Foam Limited,SFL.NS
Synergy Green Industries Limited,SGIL.NS
STL Global Limited,SGL.NS
Shah Metacorp Limited,SHAH.NS
Shah Alloys Limited,SHAHALLOYS.NS
Shaily Engineering Plastics Limited,SHAILY.NS
Shakti Pumps (India) Limited,SHAKTIPUMP.NS
Shalby Limited,SHALBY.NS
Shalimar Paints Limited,SHALPAINTS.NS
Shankara Building Products Limited,SHANKARA.NS
Shanti Overseas (India) Limited,SHANTI.NS
Shanthi Gears Limited,SHANTIGEAR.NS
Sharda Cropchem Limited,SHARDACROP.NS
Sharda Motor Industries Limited,SHARDAMOTR.NS
Share India Securities Limited,SHAREINDIA.NS
Shemaroo Entertainment Limited,SHEMAROO.NS
Shilpa Medicare Limited,SHILPAMED.NS
Shivalik Rasayan Limited,SHIVALIK.NS
Shivam Autotech Limited,SHIVAMAUTO.NS
Shiva Mills Limited,SHIVAMILLS.NS
Shiva Texyarn Limited,SHIVATEX.NS
S H Kelkar and Company Limited,SHK.NS
Shoppers Stop Limited,SHOPERSTOP.NS
Shradha Infraprojects Limited,SHRADHA.NS
Shree Digvijay Cement Co.Ltd,SHREDIGCEM.NS
SHREE CEMENT LIMITED,SHREECEM.NS
Shree Pushkar Chemicals & Fertilisers Limited,SHREEPUSHK.NS
Shree Rama Multi-Tech Limited,SHREERAMA.NS
Shrenik Limited,SHRENIK.NS
Shreyans Industries Limited,SHREYANIND.NS
Shreyas Shipping & Logistics Limited,SHREYAS.NS
Shriram Pistons & Rings Limited,SHRIPISTON.NS
Shriram Finance Limited,SHRIRAMFIN.NS
Shriram Properties Limited,SHRIRAMPPS.NS
Shyam Century Ferrous Limited,SHYAMCENT.NS
Shyam Metalics and Energy Limited,SHYAMMETL.NS
Shyam Telecom Limited,SHYAMTEL.NS
Sical Logistics Limited,SICALLOG.NS
Siemens Limited,SIEMENS.NS
Sigachi Industries Limited,SIGACHI.NS
Signet Industries Limited,SIGIND.NS
Sigma Solve Limited,SIGMA.NS
Signatureglobal (India) Limited,SIGNATURE.NS
Sikko Industries Limited,SIKKO.NS
Standard Industries Limited,SIL.NS
Silgo Retail Limited,SILGO.NS
SIL Investments Limited,SILINV.NS
Silly Monks Entertainment Limited,SILLYMONKS.NS
Silver Touch Technologies Limited,SILVERTUC.NS
Simbhaoli Sugars Limited,SIMBHALS.NS
Simplex Infrastructures Limited,SIMPLEXINF.NS
Sindhu Trade Links Limited,SINDHUTRAD.NS
Sintercom India Limited,SINTERCOM.NS
Sirca Paints India Limited,SIRCA.NS
SIS LIMITED,SIS.NS
Siti Networks Limited,SITINET.NS
Siyaram Silk Mills Limited,SIYSIL.NS
S.J.S. Enterprises Limited,SJS.NS
SJVN Limited,SJVN.NS
SKF India Limited,SKFINDIA.NS
Skipper Limited,SKIPPER.NS
SKM Egg Products Export (India) Limited,SKMEGGPROD.NS
Sky Gold Limited,SKYGOLD.NS
Smartlink Holdings Limited,SMARTLINK.NS
SMC Global Securities Limited,SMCGLOBAL.NS
SML Isuzu Limited,SMLISUZU.NS
Sarthak Metals Limited,SMLT.NS
SMS Lifesciences India Limited,SMSLIFE.NS
SMS Pharmaceuticals Limited,SMSPHARMA.NS
Snowman Logistics Limited,SNOWMAN.NS
Sobha Limited,SOBHA.NS
Softtech Engineers Limited,SOFTTECH.NS
Solara Active Pharma Sciences Limited,SOLARA.NS
Solar Industries India Limited,SOLARINDS.NS
Somany Ceramics Limited,SOMANYCERA.NS
Soma Textiles & Industries Limited,SOMATEX.NS
Somi Conveyor Beltings Limited,SOMICONVEY.NS
Sona BLW Precision Forgings Limited,SONACOMS.NS
SONAM LIMITED,SONAMLTD.NS
Sonata Software Limited,SONATSOFTW.NS
Savita Oil Technologies Limited,SOTL.NS
The South Indian Bank Limited,SOUTHBANK.NS
South West Pinnacle Exploration Limited,SOUTHWEST.NS
S. P. Apparels Limited,SPAL.NS
Spandana Sphoorty Financial Limited,SPANDANA.NS
Sun Pharma Advanced Research Company Limited,SPARC.NS
Spacenet Enterprises India Limited,SPCENET.NS
Speciality Restaurants Limited,SPECIALITY.NS
Spencer's Retail Limited,SPENCERS.NS
Southern Petrochemicals Industries Corporation  Limited,SPIC.NS
SPL Industries Limited,SPLIL.NS
Supreme Petrochem Limited,SPLPETRO.NS
SPML Infra Limited,SPMLINFRA.NS
Sportking India Limited,SPORTKING.NS
Shekhawati Poly-Yarn Limited,SPYL.NS
Sreeleathers Limited,SREEL.NS
SRF Limited,SRF.NS
SRG Housing Finance Limited,SRGHFL.NS
Sree Rayalaseema Hi-Strength Hypo Limited,SRHHYPOLTD.NS
Shree Ram Proteins Limited,SRPL.NS
Steel Strips Wheels Limited,SSWL.NS
Strides Pharma Science Limited,STAR.NS
Star Cement Limited,STARCEMENT.NS
Star Health and Allied Insurance Company Limited,STARHEALTH.NS
Star Paper Mills Limited,STARPAPER.NS
Starteck Finance Limited,STARTECK.NS
The State Trading Corporation of India Limited,STCINDIA.NS
Steelcast Limited,STEELCAS.NS
Steel City Securities Limited,STEELCITY.NS
STEEL EXCHANGE INDIA LIMITED,STEELXIND.NS
Stel Holdings Limited,STEL.NS
Sterling Tools Limited,STERTOOLS.NS
Sterlite Technologies Limited,STLTECH.NS
Stove Kraft Limited,STOVEKRAFT.NS
Stylam Industries Limited,STYLAMIND.NS
Styrenix Performance Materials Limited,STYRENIX.NS
Subex Limited,SUBEXLTD.NS
Subros Limited,SUBROS.NS
Sudarshan Chemical Industries Limited,SUDARSCHEM.NS
Sukhjit Starch & Chemicals Limited,SUKHJITS.NS
Sula Vineyards Limited,SULA.NS
Sumitomo Chemical India Limited,SUMICHEM.NS
